,title,abstract,link,volume
177,‘Africa always brings us something new’: a historiography of African Zionist and Pentecostal Christianities,"This article outlines and interrogates the historiography, major debates, critical works, and typological disputes in the study of African Zionist and African Pentecostal Christianities. We contend that despite the many valid historiographic and typological critiques advanced in recent decades, the categories of Zionist and Pentecostal continue to retain validity and utility to scholars and practitioners alike.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.992110,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
178,The Zion Christian Church and Global Christianity: negotiating a tightrope between localisation and globalisation,"South Africa's Zion Christian Church (ZCC) is a primary example of African Indigenous Christianity. This article discusses some of the ways in which a church such as the ZCC might be simultaneously understood as a localised indigenous group, a ‘constructed indigeneity’, as well as inherently belonging to a wider historical tradition of Global Christianity. The discussion proceeds alongside a critical engagement of the sociologist Robert Wuthnow's deconstruction of the ‘Global Christianity Paradigm’, as well as an appropriation of the phenomenologist of religion, James Cox's depiction of ‘indigenous religions’ as an empirically viable theoretical concept, which is demonstrated here as also useful for the purpose of elucidating the type of religiosity encountered in the ZCC. The article makes a plea for a wider acknowledgment of the value of normative approaches to the study of African Christianity and refers to the cultural impact of the theological idea of Incarnation to explain why.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.992111,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
179,Decolonising the word: Themba Masinga and his religious poetry in Ibandla LamaNazaretha,"Themba Masinga is one of the most prominent praise poets in Ibandla lamaNazaretha of Ebuhleni. He has composed a number of praise poems especially for Uthingo (MV Shembe) and the present leader, Unyazi (M Shembe). However, Masinga has also composed and performed poems that reflect on his identity as a member of Ibandla lamaNazaretha. Masinga's religious poetry borrows from a number of genres including praise poetry, sermon performance, story-telling and modern poetry. Masinga's poems are shot through with biblical references, and this article examines the ways in which he appropriates the Bible in his poetry. The author suggests that Masinga's reading of the Bible defies a simplistic understanding of the Bible as the word of God. His use of the Bible is quite complex because at one point he rejects it as a foreign text, but uses it to support his claims. He appropriates the Bible for his purposes, and uses it to define his identity as a member of Ibandla lamaNazaretha.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.992109,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
180,Four ways into an African sacred wilderness: a study of Johane Masowe's teaching,"This article focuses on four ways of explaining the term masowe in relation to the founder figure, Johane Masowe (1914–1973). First, the term refers to a liminal place or threshold for divine intervention. Johane Masowe claims authority as a prophet by making inexplicit yet obvious references to biblical stories about a sacred wilderness. Second, the term masowe draws attention to problems of displacement caused by colonialism and postcolonial oppression in Zimbabwe. Third, stories told by Johane Masowe's devotees about the near-death experiences of the prophet turned masowe into a dangerous place wherein Satan-the-Witch caused suffering and death. Although the fourth meaning is yet to be examined more closely, it comes from Masowe Apostles who travel from as far away as Nairobi, Kenya, on pilgrimage to Johane Masowe's burial shrine in Zimbabwe, thereby hinting at hopes for redemption in the form of life after death.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.992107,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
181,"Prophets, evangelists, and missionaries: Trans-Atlantic interactions in the emergence of Nigerian Pentecostalism","This article historicizes the contemporary Pentecostal movement in Nigeria by examining relationships between Nigerian prophets, British missionaries, and American evangelists in the 1930s and 1940s. First, the article challenges assumptions about the genealogy and chronology of Nigerian Pentecostalism by taking a close look at the beginnings of the Christ Apostolic Church. Then, it discusses new evidence which reveals the surprising influence of a marginal American evangelist and renegade British missionary on the church's doctrine. Making use of a wide range of evidence from Nigerian, Welsh, and American archives, the article argues that while the Aladura movement may have had indigenous origins, its development made significant use of foreign support and did so much earlier than has been appreciated by previous studies. The larger significance of this argument is that it shows the mutual constitution of American, British, and Nigerian Pentecostalism; instead of emerging first in the US and UK and then being taken to Africa, Pentecostalism's development across the Atlantic was coeval.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.992108,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
182,Zionism and Aladura's shared genealogy in John Alexander Dowie,"In this article, the author historically describes the process by which Faith Tabernacle Congregation was established by an Evangelist (and later Overseer) in John Alexander Dowie's Christian Catholic Church in Zion. He then explains the similarity of both churches' African missions – the Christian Catholic Church in South Africa and Faith Tabernacle in Nigeria. Both American churches, with a distinct genealogical relationship to one another, significantly affected very similar Christian movements, which were the Zionist movement in South Africa and the Aladura movement in Nigeria. Both of these movements are frequently credited with institutionalizing divine healing within African Christianity, and many scholars argue that African Pentecostalism begin within these movements. In the conclusion, the author reflects historiographically on this relationship: the Christian Catholic Church to Faith Tabernacle and particularly Zionism to Aladura. He argues that the historical relatedness between the two churches challenges the generally held notion that healing in African Christianity is only an expression or continuity of a ‘primal African religiosity.’ The Christian Catholic Church in South Africa and Faith Tabernacle in Nigeria did not represent the conjoining of opposing cultural forms, as in discussions of syncretism, but the hybridizing of very similar religious beliefs and practices with respect to disease, health, and healing.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.992105,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
183,Men of God: Neo-Pentecostalism and masculinities in urban Tanzania,"Based on research in Tanzania, this article explores how masculine born-again Christian identities are constructed and enacted in a field of tension between Pentecostal/charismatic norms for masculine behaviour and popular cultural expectations of male honour and status. The author sheds light on the gendered aspects of conversion and highlights why becoming a born-again Christian often represents a different kind of challenge and a more radical change of lifestyle in the case of men. At the same time, the author argues that a thorough understanding of the ways in which born-again men negotiate identities and position themselves in the social world they live in requires that we move beyond the narrow focus on the oppositional aspects of born-again masculinities that characterises much of the literature on Pentecostal/charismatic Christianity and gender. Focusing particular attention on the recent neo-Pentecostal turn in Tanzania (and Africa), the article demonstrates how this kind of Christianity allows for transformations in private while at the same time providing room for the enactment of powerful masculine identities in public.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.997433,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
184,Egalitarianism and hierarchy in Copperbelt religious practice: on the social work of Pentecostal ritual,"This article offers an analysis of Pentecostal ritual life focused on a core tension in this religion, namely that between the egalitarianism associated with the outpouring of the Holy Spirit on all believers and the hierarchy that follows from the charismatic authority of church leaders. Drawing on ethnographic material from the Zambian Copperbelt, the author traces out the egalitarian and hierarchical aspects of Pentecostal ritual in order to demonstrate the importance of both of these elements to the social relationships that Pentecostal adherence produces. While the tension between egalitarianism and hierarchy is evident in all Pentecostal groups, on the Copperbelt their interaction produces social results which build on extant cultural models, and which have particular significance in the light of Zambia's recent economic history. These local resonances in turn allow us to address discontinuity, a central topic in analyses of Pentecostalism, as well as the role of creativity in ritual practice.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.992106,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
185,For a secular return to the sacred: Raffaele Pettazzoni's last statement on the name of the science of religions,"In 1959, the president of the International Association for the History of Religions, Raffaele Pettazzoni, wrote the last notes of his life. Among these documents, there is a group of unpublished remarks: an attempt to outline the possible task of a unified study of religion, bridging the two dimensions – historical and phenomenological – as two facets of a single and general science of religions named ‘sacrology’. Pettazzoni had this new name in mind to meet the challenge of the Conference called by the IAHR at Marburg (1960). The questions raised in this essay – which deal with the discipline's nature and with its programme – let us see the symptoms of the Italian storicisti's interest within the framework of the problems connected with the controversial notion of sacred.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.918060,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
186,Reassembling religious symbols: the Pagan God Baphomet,"Religious symbols are primarily significant because they draw people into relationships. Drawing on actor-network theory the paper demonstrates that symbols are hybrids of beliefs, cognitive interpretations, ritual performances and relational networks. The significance of symbols is located in this middle ground, as they mediate between thought and action, as well as between interpretative meaning and relational practice. Aesthetic experiences and ritual performance are interwoven with cognitive meaning and representation to generate the impact of religious symbols. This understanding of symbols is illustrated through an ethnographic account of a Pagan ritual involving the deity Baphomet. One of the participants describes this ritual succinctly: ‘Baphomet is a recreation of the Witches’ sabbat, an invocation of archetypal Witchcraft. It's R-rated, it contains adult themes, nudity and sex references.’ Through ritual experiences, religious symbols change the way people feel about themselves, the world and the people around them.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.949898,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
187,Born-again seeking: explaining the gentile majority in messianic Judaism,"Messianic Judaism is an American-born movement of congregations that hold evangelical beliefs and follow Jewish practices. Scholars have viewed it chiefly as a new religious movement (NRM) or a controversial branch of Judaism. As a result, they have downplayed or ignored its largely evangelical Christian base. The first study of ‘gentile believers,’ this article argues that Messianic Judaism is best understood through the lens of religious seeking, a trend usually associated with alternative spiritualities and still under-theorized vis-à-vis conservative Christians, like evangelicals. First, it traces why Messianic Judaism appeals to growing numbers of North American Christians. Second, and more broadly, it argues that seeking is a spiritually satisfying religious practice that, for evangelicals, reiterates central themes of born-again life. Their experiences also clarify the limits that may constrain religious seeking; they seek to deepen and actualize a biblical worldview in religious sites viewed as proximate to their own.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.949899,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
188,Astounding history: L. Ron Hubbard's Scientology space opera,"L. Ron Hubbard created in Scientology an immense landscape of alternative worlds, realities, and possibilities. Scientology cosmology, mythology, and eschatology are inescapably linked to galactic events and Hubbard's retelling of human history is replete with science-fiction tropes – many of which found popularity in the early science-fiction tradition to which he belonged. In his therapeutic and religious teachings, Hubbard proposed a complex narrative that re-defined the essence of self and society in relation to the cosmos. For Scientologists, the fantastic becomes mundane as they position themselves within a vast and heavy quest to reshape themselves, the rest of humanity, and, for some, the entire universe. Understood within the science-fiction context from which Scientology emerged, one can better understand the grand nature of Hubbard's proposals as belonging to a specific tradition within the genre – namely, space opera. Consequently, this article analyses Hubbard's propositions using space-opera concepts, and argues that Hubbard re-defined a unique tradition in the course of creating a new reality.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.957746,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
189,Remembering Karbala in the diaspora: religious rituals among Iraqi Shii women in Ireland,"Memory studies have gained much popularity in the humanities and social sciences since the 1980s. Particularly after the seminal work of Danièle Hervieu-Léger on ‘religion as a chain of memory’, discussions arose around how theories of memory can be applied in the Study of Religions. Few scholars, however, have discussed the intersection between religion, particularly Islam, and memory. In this article, the focus lies on Shii Muslim communities in Ireland, for whom remembering constitutes an important part of their identity and legitimises their particular sectarian existence within Islam in general. This article discusses Iraqi Shii women's engagement in ‘collective remembering’ (Paul Connerton, How Societies Remember, Cambridge: Cambridge University Press, 1989; J.V. Wertsch, Voices of Collective Remembering, Cambridge: Cambridge University Press, 2002) expressed through constantly performed religious rituals and practices.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.965770,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-45
190,"‘Goblins, owles and sprites’: Discerning early-modern English preternatural beings through collocational analysis","Using the tools of collocational analysis, we explore the distribution and lexical relations of fairy, goblin, imp, and cognate terms within a corpus of approximately 17.6 million words of early-modern English. We found that imp, incubus, and familiar have well-circumscribed associations and are restricted to specific genres. However, goblin and fairy often appear in definitional or synonymizing phrases (e.g., ‘the fairies are spirits’), or, in contrast, are used in ‘indiscriminate pairings’ (e.g., ‘ghosts and goblins’) that serve to index a twilight domain of the spooky, the eerie, the unknown. We argue that the study of such preternatural beings is properly the study of rhetorical patterns. Goblins and their kin function as sites of contestation about other definitional schema: superstition, religion, magic.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.886631,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
191,"Religion's ‘state effects’: Evangelical Christianity, political legitimacy, and state formation","The author argues in this paper that the ‘state effects’ generated by religious movements – even those operating at the margins of societies – require us to consider anew the impact of religious movements on state formation. In Sri Lanka, for instance, evangelicals are a minority. Yet their practice of proselytizing to new audiences was considered ‘unethical,’ generating opposition that was directed not only at them, but also at ruling elites for failing to stem what was seen as an intrusion of incompatible ‘Western’ ideals. Instead of considering how such Christian movements seek to ‘take over’ the functions of the ‘state’ as has been the experience in the United States and parts of Latin America, the author illustrates in this article why it makes more theoretical sense to ask how their activities impinge upon the conceptual frameworks through which the ‘state’ is imagined.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.894951,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
192,Measuring religious affiliation in Great Britain: the 2011 census in historical and methodological context,"The British religious census of 2011 is located in its broader historical and methodological context. The principal developments in the measurement of religious affiliation (proxy-assigned or self-assigned) in Britain are traced from the Reformation to the present day, charting the relative contribution of the Churches, the State and empirical social science. The key statistics which have emerged from their respective efforts are summarised, with nominal religious affiliation universal until the time of the French Revolution and preponderant until as late as the 1980s. For recent decades, when the profession of faith has been rejected by large numbers of Britons, particular attention is paid to the variant results from different question-wording. Depending upon what is asked, the proportion of the population currently making sense of their lives without asserting a confessional religious identity ranges from one-quarter to one-half. The difficulties of trying to construct a religious barometer through a single, unitary indicator are thus illuminated.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.903643,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
193,Filling a data gap: the American Religious Identification Survey (ARIS) series,"The last US government survey that collected information on religious identification was in 1957. Since then researchers have relied solely on non-governmental data sources, primarily the General Social Survey. This paper shows how the American Religious Identification Survey (ARIS) series has deepened understanding of religious identification in the past two decades with its large samples (113 713 in 1990, 50 280 in 2001, and 54 461 in 2008) and its unique open-ended religion question. Giving respondents a chance to name their own religion, if any, allows researchers to identify and study small religious groups, which are placed together under ‘other’ in typical national studies. By using a consistent research methodology, the ARIS surveys form a time-series that enable tracking trends. The paper describes two case studies: how the ARIS series documented the rise of the Nones and how it tracked shifts in religious identification among American Latinos.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.903648,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
194,Seven things to consider when measuring religious identity,This essay includes many examples to illustrate these measurement suggestions.,https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.903647,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
195,Minority religions in the census: the case of British Muslims,"This article considers the impact of census data on British Muslims, as well as the potential consequences of changes to the UK census beyond 2011 for minority religions. Focusing on the Muslim case, it reflects on data generated in previous censuses and the ways in which they have been used. The discussion explores the perceived need for social statistics on religion, particularly in relation to the increased identification of ‘Muslim’ as a religious rather than ethnic classification. It gives an overview of insights gained as a result of having data on religion in addition to ethnicity, notably: the high levels of socioeconomic disadvantage experienced by British Muslims and the ability to access information on Muslims that was hitherto hidden. Finally, the article provides a brief summary of proposed changes to the new census format and considers the likely outcomes for British Muslims if the scope of data collected on religion is reduced.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.927049,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
196,Using census data in the management of religious diversity: an Australian case study,"Mapping and measuring religious diversity has become critical to the management of interreligious relations in the 21st century. The data about religious identification provided by the Australian census since the formation of Federal Government in Australia, and prior to that in the Colonies, has provided detailed information about the extent of and changes in religious diversity in the nation and in particular cities. Because the census also provides very detailed information about where people of different religions live, it can provide information about the extent to which religious groups are residentially segregated, a factor which affects how people of different religions relate to each other. The methodological issues related to measuring diversity are discussed and the utility in urban contexts of a ‘dissimilarity scale’ is demonstrated. The unique contribution of census data to the mapping and management of religious diversity in Australia is presented.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.903639,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
197,Evidencing superdiversity in the census and beyond,"Starting from the proposition, in both my own work and that of Steve Vertovec, that there is something about superdiverse neighbourhoods or societies that is qualitatively different from those that are merely diverse, this paper asks whether it is possible to identify religious superdiversity within quantitative population data, such as the census in England and Wales, in order to test such a proposition. In doing this the paper will ask whether it is possible to find any evidence for superdiversity, as Vertovec defines it, in data sets such as the census and whether such data can help to identify where to set the boundary between ‘diversity’ and ‘superdiversity’. The paper will then explore what would need to be measured in order to designate an area as superdiverse in religious terms and whether the census data can offer any material that can be used for this purpose. The author concludes by suggesting that we need a range of methods, both quantitative and qualitative, to define any area as superdiverse and that it is only in this way that we can begin to test the kind of hypothesis offered by the author at the start of the paper.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.903649,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
198,Secular or nonreligious? Investigating and interpreting generic ‘not religious’ categories and populations,"In research dealing with religious affiliation, generic nonreligious categories – ‘no religion’, ‘not religious’, ‘nonreligious’, ‘nones’ – are frequently used to measure secularity and secularisation processes. Analysis of these categories is, however, problematic because they have not received dedicated methodological attention. Using qualitative research conducted in the UK, this article investigates what nonreligious categories measure and, specifically, whether they indicate non-identification or disaffiliation as assumed or an alternative form of cultural affiliation. Findings suggest that generic nonreligious categories are sometimes used to express substantive positions and public identities, and that these are diverse. These findings flatten distinctions between religious and nonreligious categories as ‘positive’ and ‘negative’ respectively and indicate problems therefore in using nonreligious identification to measure secularity and secularisation. They suggest nonreligious identification is, however, a useful indicator of the advance of nonreligious cultures and the ‘nonreligionisation’ of societies.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.904035,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
199,Standing up to be counted: understanding Pagan responses to the 2011 British censuses,"Over the past 50 years, Paganism as a religious identification has grown in Britain and Pagan groups have begun to enter the mainstream of public religious life. The numbers identifying as Pagan increased between the 2001 and 2011 British censuses, but despite Paganism's increased public profile not all Pagans feel willing or confident about openly declaring their Paganism. Census numbers fall well below estimates from other sources. In May 2013, a questionnaire was distributed to Pagans in Britain exploring how they completed the religion question in the 2011 censuses. Some 1700 responded, the largest survey so far of the Pagan community in Britain. This paper discusses Pagans' motivations for identifying or not identifying as Pagan in the censuses and the implications of their responses for the development of Paganism in Britain. More widely, it provides a case study for those seeking to understand the increasing phenomenon in contemporary societies of religious and spiritual communities that are unstructured, amorphous and post-institutional. It demonstrates that censuses and large-scale surveys can become social and community events that shape as well as measure those who participate in them.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.903640,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
200,Religion: Not declining but changing. What do the population censuses and surveys say about religion in Estonia?,"This paper investigates religious affiliation in Estonia, considered to be one of the most secularized countries in the world and in which less than one third of the population affiliates with a religion on population censuses. Firstly, the article scrutinizes these data methodologically, comparing census results with findings from other survey and opinion polls. It finds that census data correlate with those from face-to-face surveys, while postal surveys tend to show considerably higher rates of religiosity and affiliation. Secondly, the article considers the findings themselves. According to census data, 29 percent of the population remained religiously affiliated between 2000 and 2011. However, the census also captures interesting changes over that period that illuminate the situation further. Significantly, Estonia is the first European country in which the traditional majority church has been usurped by a denomination associated with the largest ethnic minority group and which makes a strong connection between cultural and national identities. The article places this finding in the context of Central and Eastern European census data to argue that religious affiliation tends to remain high in societies where religious and national or ethnic identities have close ties, whereas traditional denominations have been declining in societies where these kinds of connections are weak. This factor helps explain variation between experiences of religious change in post-Socialist contexts.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.914635,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
201,From the body: an exchange on scholarship and advocacy,"In this article, the authors draw from their own experiences working among religious congregations that minister to unauthorized immigrants in the new destinations in the U.S. to reflect on the relationship between scholarship and advocacy. They argue that because of the scholar's embodied condition, his/her location in networks of relations characterized by power differentials, scholarship will always involve a measure of advocacy, invariably containing judgments not only about what counts as legitimate and authoritative methods, arguments, and data for the religious-studies scholarly ‘community,’ but also about the place of the scholar and her/his scholarly community in the larger society. However, as their own experiences show, not all forms of advocacy are equal – they vary in their level of publicness, as well as the intensity and type of the engagement – and these various modalities carry potential payoffs and pitfalls. Thus, rather than trying to draw fixed, sharp, and ultimately untenable boundaries between scholarship and advocacy, the task is to develop a reflexive, pragmatic, and experimental attitude that can allow for these two dimensions of praxis to benefit from each other, animated by a critical approach and an emancipatory interest focused on the intractable problems and defining dilemmas of our age.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.888826,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
202,Doing advocacy from a feminist standpoint,"Feminist Standpoint theory contends that all research is partial, located, and interested. It argues that research should start from the standpoint of the disadvantaged and work toward social change. Following a brief exploration of the perspective, this article explores some of the ways that feminists pursue advocacy. The article reviews two methodological approaches employed by Feminist Standpoint researchers: Community Action Research and Institutional Ethnography. Turning to examine the work of several feminist scholars who study religion, we see that there is no one way that they do advocacy. There is considerable variation in choice of subject (who feminists advocate for) and audience (who feminists advocate to), as well as in the forms that advocacy takes. Finally, the article suggests that for these scholars of religion, being an advocate is an important identity that they bring to their work.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.888036,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
203,Woven together: advocacy and research as complementary,"One of the many important contributions of second-wave feminist scholarship was the re-positioning of scholarly activity as being necessarily situated in relation to ‘I.’ This insistence on standpoint, or positionality, was coupled with a contribution from postmodernism, which challenged the notion that (universal) truths could circulate without specific attachments to people and places. Advocacy was a less used word, but the position taken in this paper is that every piece of research, in all science, carries with it the potential for advocacy. Drawing on the author's own experiences of advocacy as interwoven though her career as a lawyer and an academic, this paper examines various aspects of the intersection of advocacy and professional work.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.887994,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
204,"Off the stage, on the page: on the relationship between advocacy and scholarship","When and how should scholars of religion draw a line between advocacy and research activities? In what ways does advocacy contribute to or cut against scholarly credibility? Addressing these questions from the intersection of the academic study of religion and Indigenous Studies, this article opens by asserting that both fields are frequently hampered by deferential treatments of their subject matter, a problem that is potentially exacerbated when scholars in these fields engage in forms of political advocacy. Problematizing this narrative, the author turns to his ethnographic experiences in Hawai'i with regard to burial-protection struggles in order to describe ways his theoretical commitments and advocacy activities stand in tension and how he has attempted to navigate these competing but sometimes complementary elements of his scholarly life. In this context, a heuristic definition of advocacy is advanced in order to sketch a spectrum of forms, ranging from direct advocacy (e.g., physical action, legal testimony, or publication) to indirect advocacy (e.g., sharing documents, brainstorming about pending issues, or providing transportation to a meeting). The article concludes with reflections on advocacy and changing institutional demands upon scholars in the humanities and social sciences with reference to perceived public relevance.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.888027,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
205,"Advocacy, brainwashing theories, and new religious movements","Advocacy by scholars in the field of new religious movements emerged during the ‘cult wars,’ which in the U.S. had their peak between 1970 and 1990 and continued in Europe and Japan in subsequent decades. Advocacy focused on the question of whether the ‘cults’ used a persuasion technique known as brainwashing. The idea of brainwashing was born during the Cold War, and originally applied to Communist techniques of indoctrination, but was lately first extended to religion and subsequently used as a tool to distinguish between legitimate and non-legitimate religions, labeling the latter as ‘cults.’ Prominent psychologists and sociologists were involved in these battles, with most scholars of new religious movements appearing in court in order to criticize the brainwashing theories advocated by psychologist Margaret T. Singer and a handful of anti-cult academics. After the Fishman decision of 1990, which seriously hit the anti-cult camp, advocacy in this field did not disappear but became somewhat less partisan.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2014.888021,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
206,What can we say about today's British religious young person? Findings from the AHRC/ESRC Religion and Society Programme,"Since the late 20th century, research linking youth and religion has begun to grow. Such growth has been given a particular boost in the UK by the AHRC/ESRC Religion and Society Programme. This article addresses what we can say about today's British religious young person through review of new research findings from the Programme. One certainly can no longer assume that a British religious young person is a practising Christian. He or she is likely to engage with a range of offline and online resources in order to learn more about their faith, and feel some tensions between their commitments and engagement with wider society. Social class and other factors will affect his or her capacity to engage with religion and civil society. Like their non-religious peers, today's British religious young person values relationships and authenticity. Tensions between structure and agency in our neoliberal age emerge through their stories.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2013.844740,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
207,"National piety: Religious equality, freedom of religion and national identity in Finnish political discourse","This paper analyses the legislative discourse regarding a Members' Initiative to enact a law which was discussed in the Finnish parliament in 2006 and which proposed changes to the constitution and several laws, the purpose of which was to balance the privileged position that the Lutheran Church of Finland enjoys. The author uses critical discourse analysis to examine four different discourses emerging from the debate: inequality of religions in the eyes of the law; the ‘completeness’ of the freedom of religion in Finland; the justified hegemony of the ‘folk church’; and the church as a value base in a pluralising world. He argues that the discursive struggle between the different positions is a struggle between ‘minimalist’ and ‘maximalist’ definitions of freedom of religion and that the discussion represents a case of ‘national piety’, a conflation of discourses of religious equality, freedom of religion and national identity that reproduces the status quo.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2013.857366,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
208,"‘Here's your dinner, Jews’: Yemenite-Jewish lamentation in Israel as a commemoration of shame","A covert reason for the decline of ritual wailing among Yemenite-Jewish women in Israel is the community's memory of its stay in Yemen as a period of ‘exile’ manifested in dhimmi status. According to respondents’ oral history, Jewish lamentation was exploited by members of the majority Muslim population to compel Jews – mostly men – to wail in honor of Muslim dead. The article makes its main contribution by revealing this historical episode and analyzing the standing of women's lamentation in the context of religio-political tension. The respondents' narrative reveals that although the wailers mitigated the humiliating effects of this spectacle, the appropriation of their community custom impaired Jewish men's gender status and ability to perform religious differentiation. This, coupled with changes caused by their relocation to Israel, has made women's lament the commemoration of a practice that evokes shame among members of this community, abetting its decline in the past decade.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2013.841111,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
209,Three cognitive routes to atheism: a dual-process account,"According to recent cognitive explanations of religiosity, belief in supernatural agents is a result of species-universal cognitive modules operating in environments similar enough to those these modules evolved in. Less attention has been given to the cognitive basis of atheism. The author brings together three ways in which atheism could arise that are a priori compatible with recent cognitive explanations of religiosity. One way is reflective and involves the effortful overturning of unreflective modular cognition. The other two ways are unreflective and involve, firstly, the operation of modular cognition in evolutionarily novel environments, and secondly, developmental variation of modular cognition. The author argues that there is evidence for both a reflective route and at least one unreflective route to atheism, and that reflective and unreflective causes probably interact with each other. Consequently, he argues that the cognitive profiles of atheists are not necessarily more reflective than those of believers, nor any less ‘natural’.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2013.841110,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-44
210,Checking the heavenly ‘bank account of karma’: cognitive metaphors for karma in Western perception and early Theravāda Buddhism,"To visualize the accumulation of good and bad karma in terms of credit or debt in a bank account is a common feature in works on Buddhism and other Indian traditions. Applying conceptual metaphor theory, this article tracks the metaphorical framework of understanding karma as a kind of ‘heavenly bank account’ back to its roots in early European scholarship. Based on a comparison with metaphors for karma to be found in Pāli texts of the Theravāda tradition, namely, the analogies of ripening, inheritance, and the dark/bright dichotomy, this article argues that the ‘bank-account’ imagery differs in significant – if subtle – respects from these emic metaphors, displaying certain Judeo-Christian preconceptions of moral bookkeeping, sin, and salvation.",https://www.tandfonline.com/doi/full/10.1080/0048721X.2013.765630,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-43
211,"Karma accounts: supplementary thoughts on Theravāda, Madhyamaka, theosophy, and Protestant Buddhism","This article supplements Jens Schlieter's discussion of the cognitive metaphor of a karmic bank-account, adding selected points on karma monetary/fiscal metaphors as preserved chiefly in Pāli and Sanskrit sources. It explores various strands of the history of South Asian religions where distinct economic metaphors for karma come closer to the late ‘bank-account of karma’: i.e., the Vedic ‘three debts,’ a Hindu concept of God as accountant, the varieties of weighing the (mis)deeds, the Buddhist monastic status of debt and fiscal transactions, the equivalence of karma and debt as discussed by Madhyamaka thinkers, and others. While endorsing Schlieter's point, it also takes into account such modern Western sources as early theosophical discourse and ‘Protestant Buddhism.’",https://www.tandfonline.com/doi/full/10.1080/0048721X.2013.834213,https://www.tandfonline.com/loi/rrel20?treeId=vrrel20-43
